^VIX (CBOE Volatility Index),18.34,-1.01
Aug 29 2019 @ 09:28 ET,Bid,0,Ask,0,Size,0x0,Vol,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
10/02/2019,VIXW191002C00011000,0,0,6.6,9.6,0,0.02,0,0,0,11.000,VIXW191002P00011000,0,0,0,1.1,0,0.02,0,0,0
10/02/2019,VIXW191002C00011500,0,0,6.1,9.1,0,0.02,0,0,0,11.500,VIXW191002P00011500,0,0,0,1.1,0,0.02,0,0,0
10/02/2019,VIXW191002C00012000,0,0,5.6,8.6,0,0.02,0,0,0,12.000,VIXW191002P00012000,0,0,0,1.1,0,0.02,0,0,0
10/02/2019,VIXW191002C00012500,0,0,5.2,8.2,0,0.02,0,0,0,12.500,VIXW191002P00012500,0,0,0,1.1,0,0.02,0,0,0
10/02/2019,VIXW191002C00013000,0,0,4.7,7.7,0,0.02,0,0,0,13.000,VIXW191002P00013000,0,0,0,1.15,0,0.02,0,0,0
10/02/2019,VIXW191002C00013500,0,0,4.3,7.2,0,0.02,0,0,0,13.500,VIXW191002P00013500,0,0,0,1.2,0,0.02,0,0,0
10/02/2019,VIXW191002C00014000,0,0,3.8,6.8,0,0.02,0,0,0,14.000,VIXW191002P00014000,0,0,0,1.25,0,0.02,0,0,0
10/02/2019,VIXW191002C00014500,0,0,3.4,6.3,0,0.02,0,0,0,14.500,VIXW191002P00014500,0,0,0,1.35,0,0.02,0,0,0
10/02/2019,VIXW191002C00015000,0,0,3,5.9,0,0.02,0,0,0,15.000,VIXW191002P00015000,0,0,0,1.45,0,0.02,0,0,0
10/02/2019,VIXW191002C00016000,0,0,2.25,5.3,0,0.02,0,0,0,16.000,VIXW191002P00016000,0,0,0,1.9,0,0.02,0,0,0
10/02/2019,VIXW191002C00017000,0,0,1.6,4.8,0,0.02,0,0,0,17.000,VIXW191002P00017000,0,0,0,2.45,0,0.02,0,0,0
10/02/2019,VIXW191002C00018000,0,0,1.1,4.3,0,0.02,0,0,0,18.000,VIXW191002P00018000,0,0,0.1,3.1,0,0.02,0,0,0
10/02/2019,VIXW191002C00019000,0,0,0.7,3.9,0,0.02,0,0,0,19.000,VIXW191002P00019000,0,0,0.65,3.7,0,0.02,0,0,0
10/02/2019,VIXW191002C00020000,0,0,0.4,3.6,0,0.02,0,0,0,20.000,VIXW191002P00020000,0,0,1.25,4.4,0,0.02,0,0,0
10/02/2019,VIXW191002C00021000,0,0,0.15,3.3,0,0.02,0,0,0,21.000,VIXW191002P00021000,0,0,1.95,5.2,0,0.02,0,0,0
10/02/2019,VIXW191002C00022000,0,0,0,3,0,0.02,0,0,0,22.000,VIXW191002P00022000,0,0,2.7,6,0,0.02,0,0,0
10/02/2019,VIXW191002C00023000,0,0,0,2.8,0,0.02,0,0,0,23.000,VIXW191002P00023000,0,0,3.5,6.8,0,0.02,0,0,0
10/02/2019,VIXW191002C00024000,0,0,0,2.6,0,0.02,0,0,0,24.000,VIXW191002P00024000,0,0,4.3,7.6,0,0.02,0,0,0
10/02/2019,VIXW191002C00025000,0,0,0,2.4,0,0.02,0,0,0,25.000,VIXW191002P00025000,0,0,5.2,8.5,0,0.02,0,0,0
10/02/2019,VIXW191002C00026000,0,0,0,2.3,0,0.02,0,0,0,26.000,VIXW191002P00026000,0,0,6.1,9.3,0,0.02,0,0,0
10/02/2019,VIXW191002C00027000,0,0,0,2.15,0,0.02,0,0,0,27.000,VIXW191002P00027000,0,0,7,10.2,0,0.02,0,0,0
10/02/2019,VIXW191002C00028000,0,0,0,2.05,0,0.02,0,0,0,28.000,VIXW191002P00028000,0,0,7.9,11.1,0,0.02,0,0,0
10/02/2019,VIXW191002C00029000,0,0,0,1.9,0,0.02,0,0,0,29.000,VIXW191002P00029000,0,0,8.9,12,0,0.02,0,0,0
10/02/2019,VIXW191002C00030000,0,0,0,1.85,0,0.02,0,0,0,30.000,VIXW191002P00030000,0,0,9.8,13,0,0.02,0,0,0
10/02/2019,VIXW191002C00032500,0,0,0,1.65,0,0.02,0,0,0,32.500,VIXW191002P00032500,0,0,12.2,15.3,0,0.02,0,0,0
10/02/2019,VIXW191002C00035000,0,0,0,1.45,0,0.02,0,0,0,35.000,VIXW191002P00035000,0,0,14.7,17.6,0,0.02,0,0,0
10/02/2019,VIXW191002C00037500,0,0,0,1.4,0,0.02,0,0,0,37.500,VIXW191002P00037500,0,0,17.1,20.1,0,0.02,0,0,0
10/02/2019,VIXW191002C00040000,0,0,0,1.3,0,0.02,0,0,0,40.000,VIXW191002P00040000,0,0,19.6,22.5,0,0.02,0,0,0
10/02/2019,VIXW191002C00042500,0,0,0,1.3,0,0.02,0,0,0,42.500,VIXW191002P00042500,0,0,22,25,0,0.02,0,0,0
10/02/2019,VIXW191002C00045000,0,0,0,1.25,0,0.02,0,0,0,45.000,VIXW191002P00045000,0,0,24.5,27.4,0,0.02,0,0,0
10/02/2019,VIXW191002C00047500,0,0,0,1.2,0,0.02,0,0,0,47.500,VIXW191002P00047500,0,0,26.9,29.9,0,0.02,0,0,0
10/02/2019,VIXW191002C00050000,0,0,0,1.2,0,0.02,0,0,0,50.000,VIXW191002P00050000,0,0,29.4,32.4,0,0.02,0,0,0
10/02/2019,VIXW191002C00055000,0,0,0,1.15,0,0.02,0,0,0,55.000,VIXW191002P00055000,0,0,34.4,37.4,0,0.02,0,0,0
10/02/2019,VIXW191002C00060000,0,0,0,1.15,0,0.02,0,0,0,60.000,VIXW191002P00060000,0,0,39.3,42.3,0,0.02,0,0,0
10/02/2019,VIXW191002C00065000,0,0,0,1.15,0,0.02,0,0,0,65.000,VIXW191002P00065000,0,0,44.3,47.3,0,0.02,0,0,0
10/02/2019,VIXW191002C00070000,0,0,0,1.15,0,0.02,0,0,0,70.000,VIXW191002P00070000,0,0,49.3,52.3,0,0.02,0,0,0
10/02/2019,VIXW191002C00075000,0,0,0,1.1,0,0.02,0,0,0,75.000,VIXW191002P00075000,0,0,54.3,57.3,0,0.02,0,0,0
10/02/2019,VIXW191002C00080000,0,0,0,1.1,0,0.02,0,0,0,80.000,VIXW191002P00080000,0,0,59.3,62.2,0,0.02,0,0,0
10/16/2019,VIX191016C00010000,9.2,0,9.1,9.4,0,0,0.9866,0.0048,5784,10.000,VIX191016P00010000,0.02,0,0,0.05,0,0.02,0,0,143
10/16/2019,VIX191016C00010500,0,0,8.6,8.9,0,0,0.9869,0.0051,0,10.500,VIX191016P00010500,0,0,0,0.05,0,0.02,0,0,0
10/16/2019,VIX191016C00011000,8.5,0,8.1,8.4,0,0,0.985,0.0062,296,11.000,VIX191016P00011000,0.02,0,0,0.05,0,0.02,0,0,4116
10/16/2019,VIX191016C00011500,0,0,7.6,7.9,0,0,0.9857,0.0066,0,11.500,VIX191016P00011500,0,0,0,0.05,0,0.02,0,0,0
10/16/2019,VIX191016C00012000,7.8,0,7.1,7.4,0,0,0.9844,0.0077,893,12.000,VIX191016P00012000,0.05,0,0,0.05,0,0.6378,-0.015,0.0085,4269
10/16/2019,VIX191016C00012500,0,0,6.6,6.9,0,0,0.9851,0.0081,0,12.500,VIX191016P00012500,0.03,0,0,0.1,0,0.6589,-0.0263,0.0132,83
10/16/2019,VIX191016C00013000,6.8,0,6.1,6.5,0,0.5051,0.9851,0.009,1241,13.000,VIX191016P00013000,0.08,0,0.05,0.15,0,0.6945,-0.045,0.0195,38874
10/16/2019,VIX191016C00013500,4.91,0,5.7,6,0,0.5899,0.9597,0.0199,2,13.500,VIX191016P00013500,0.09,0,0.1,0.2,0,0.7066,-0.0638,0.0252,71
10/16/2019,VIX191016C00014000,5.65,0,5.3,5.6,0,0.6624,0.9249,0.0297,10002,14.000,VIX191016P00014000,0.17,0,0.15,0.25,0,0.697,-0.0811,0.0308,66298
10/16/2019,VIX191016C00014500,0,0,4.9,5.2,0,0.6902,0.8951,0.0369,0,14.500,VIX191016P00014500,0.25,0,0.25,0.35,0,0.7197,-0.1098,0.0373,14
10/16/2019,VIX191016C00015000,5.25,0,4.5,4.8,0,0.6996,0.8664,0.0434,1763,15.000,VIX191016P00015000,0.3,0,0.35,0.5,0,0.7411,-0.1415,0.0432,52793
10/16/2019,VIX191016C00016000,4.3,0,3.8,4.2,0,0.7595,0.7914,0.0535,47730,16.000,VIX191016P00016000,0.7,0,0.7,0.8,0,0.78,-0.2101,0.0527,127413
10/16/2019,VIX191016C00017000,3.85,-0.5,3.3,3.6,0,0.8084,0.7169,0.0594,76663,17.000,VIX191016P00017000,1.09,0,1.1,1.25,0,0.8165,-0.2814,0.059,64134
10/16/2019,VIX191016C00018000,3.29,0,2.85,3.1,0,0.8462,0.6466,0.0625,93249,18.000,VIX191016P00018000,1.5,0,1.65,1.8,0,0.8643,-0.3513,0.0612,62382
10/16/2019,VIX191016C00019000,2.95,0,2.45,2.65,0,0.8711,0.5807,0.0639,66661,19.000,VIX191016P00019000,2.2,0,2.2,2.4,0,0.8891,-0.4158,0.0625,38296
10/16/2019,VIX191016C00020000,2.45,0,2.1,2.35,0,0.9065,0.521,0.0626,80712,20.000,VIX191016P00020000,2.75,0,2.85,3.1,0,0.9251,-0.4742,0.0613,7506
10/16/2019,VIX191016C00021000,2.13,0,1.85,2.05,0,0.9383,0.4677,0.0604,28142,21.000,VIX191016P00021000,3.4,0,3.6,3.8,0,0.958,-0.5262,0.0592,2416
10/16/2019,VIX191016C00022000,1.9,0,1.6,1.8,0,0.9611,0.4191,0.0579,50295,22.000,VIX191016P00022000,4,0,4.3,4.6,0,0.9819,-0.5736,0.0568,2259
10/16/2019,VIX191016C00023000,1.7,0,1.4,1.6,0,0.9873,0.377,0.0549,24843,23.000,VIX191016P00023000,4.7,0,5.1,5.4,0,1.0098,-0.6147,0.0539,901
10/16/2019,VIX191016C00024000,1.47,0,1.2,1.4,0,1.001,0.3368,0.052,19215,24.000,VIX191016P00024000,5.7,0,5.9,6.2,0,1.0243,-0.654,0.0512,434
10/16/2019,VIX191016C00025000,1.31,0,1.05,1.25,0,1.0208,0.3029,0.0488,97925,25.000,VIX191016P00025000,6.8,0,6.7,7,0,1.0268,-0.6926,0.0486,451
10/16/2019,VIX191016C00026000,1.2,0,0.95,1.1,0,1.0413,0.2735,0.0456,103260,26.000,VIX191016P00026000,8.65,0,7.6,7.9,0,1.0592,-0.7183,0.0453,229
10/16/2019,VIX191016C00027000,1.07,0,0.85,1,0,1.0661,0.2493,0.0425,45508,27.000,VIX191016P00027000,8.54,0,8.5,8.8,0,1.0863,-0.7418,0.0422,10
10/16/2019,VIX191016C00028000,0.97,0,0.75,0.9,0,1.0815,0.2254,0.0396,142154,28.000,VIX191016P00028000,9.35,0,9.4,9.7,0,1.1034,-0.7651,0.0395,1405
10/16/2019,VIX191016C00029000,0.85,0,0.65,0.85,0,1.1027,0.2061,0.0369,82163,29.000,VIX191016P00029000,11.1,0,10.3,10.6,0,1.1155,-0.7872,0.0369,129
10/16/2019,VIX191016C00030000,0.75,0,0.6,0.75,0,1.1177,0.1876,0.0344,79222,30.000,VIX191016P00030000,11.23,0,11.2,11.6,0,1.1453,-0.8014,0.0345,375
10/16/2019,VIX191016C00032500,0.6,0,0.45,0.6,0,1.1534,0.1496,0.0288,40828,32.500,VIX191016P00032500,14.6,0,13.6,13.9,0,1.1885,-0.8375,0.0292,82
10/16/2019,VIX191016C00035000,0.5,0,0.35,0.5,0,1.1909,0.1224,0.0243,74949,35.000,VIX191016P00035000,15.94,0,16,16.3,0,1.237,-0.8626,0.025,394
10/16/2019,VIX191016C00037500,0.4,0,0.3,0.45,0,1.247,0.1068,0.0211,40262,37.500,VIX191016P00037500,18.1,0,18.4,18.7,0,1.266,-0.8858,0.0214,78
10/16/2019,VIX191016C00040000,0.33,0,0.25,0.35,0,1.2666,0.0873,0.0179,150681,40.000,VIX191016P00040000,21,0,20.8,21.2,0,1.3138,-0.8993,0.0188,233
10/16/2019,VIX191016C00042500,0.29,0,0.2,0.3,0,1.2927,0.0735,0.0154,8852,42.500,VIX191016P00042500,0,0,23.3,23.6,0,1.3522,-0.9114,0.0166,57
10/16/2019,VIX191016C00045000,0.25,0.025,0.15,0.25,0,1.3046,0.0602,0.0131,9868,45.000,VIX191016P00045000,26.6,0,25.7,26.1,0,1.3796,-0.9229,0.0146,38
10/16/2019,VIX191016C00047500,0.3,0,0.1,0.25,0,1.3313,0.0521,0.0114,63405,47.500,VIX191016P00047500,0,0,28.2,28.5,0,1.3966,-0.9339,0.0127,55
10/16/2019,VIX191016C00050000,0.2,0,0.1,0.2,0,1.3558,0.0454,0.0101,42121,50.000,VIX191016P00050000,31.4,0,30.6,31,0,1.4011,-0.9448,0.0109,152
10/16/2019,VIX191016C00055000,0.11,0,0.05,0.15,0,1.3682,0.0312,0.0073,16234,55.000,VIX191016P00055000,0,0,35.6,35.9,0,1.4497,-0.9555,0.0088,0
10/16/2019,VIX191016C00060000,0.1,0,0.05,0.15,0,1.4587,0.0301,0.0067,1428,60.000,VIX191016P00060000,40.35,0,40.5,40.9,0,1.4697,-0.9661,0.0068,4
10/16/2019,VIX191016C00065000,0.1,0,0,0.1,0,1.4073,0.0168,0.0042,3091,65.000,VIX191016P00065000,46.4,0,45.5,45.8,0,1.4682,-0.9754,0.0051,14
10/16/2019,VIX191016C00070000,0.1,0,0,0.1,0,1.4711,0.0158,0.0039,2641,70.000,VIX191016P00070000,53.6,0,50.5,50.8,0,1.5767,-0.9728,0.0052,122
10/16/2019,VIX191016C00075000,0.1,0,0,0.1,0,1.5316,0.0152,0.0036,730,75.000,VIX191016P00075000,56.02,0,55.5,55.8,0,1.675,-0.9707,0.0053,58
10/16/2019,VIX191016C00080000,0.05,0,0,0.1,0,1.5962,0.0151,0.0034,2100,80.000,VIX191016P00080000,60.1,0,60.4,60.8,0,1.626,-0.9802,0.0037,18
11/20/2019,VIX191120C00010000,9.6,0,8.8,9.2,0,0.5874,0.9881,0.0038,500,10.000,VIX191120P00010000,0.01,0,0,0.05,0,0.02,0,0,43
11/20/2019,VIX191120C00011000,7.9,0,7.8,8.2,0,0,0.9786,0.0079,365,11.000,VIX191120P00011000,0.03,0,0,0.05,0,0.5457,-0.0125,0.0065,1258
11/20/2019,VIX191120C00012000,7.3,0,6.9,7.2,0,0.5401,0.9681,0.0129,291,12.000,VIX191120P00012000,0.08,0,0,0.1,0,0.5296,-0.0252,0.0122,5435
11/20/2019,VIX191120C00013000,6.57,0,6,6.3,0,0.5689,0.9339,0.0235,301,13.000,VIX191120P00013000,0.15,0,0.1,0.2,0,0.5664,-0.0604,0.0232,64871
11/20/2019,VIX191120C00014000,5.7,0,5.2,5.5,0,0.5945,0.8863,0.0346,850,14.000,VIX191120P00014000,0.3,0,0.25,0.4,0,0.5956,-0.1096,0.0346,31802
11/20/2019,VIX191120C00015000,5,0,4.5,4.8,0,0.6337,0.8232,0.0443,1802,15.000,VIX191120P00015000,0.55,0,0.55,0.7,0,0.6368,-0.1732,0.0442,28649
11/20/2019,VIX191120C00016000,4.42,0,3.9,4.2,0,0.6761,0.7541,0.0507,8428,16.000,VIX191120P00016000,0.95,0,0.9,1.05,0,0.6556,-0.2365,0.0517,89588
11/20/2019,VIX191120C00017000,3.7,0,3.3,3.7,0,0.6943,0.6903,0.0555,16331,17.000,VIX191120P00017000,1.25,0,1.4,1.55,0,0.6938,-0.3038,0.0553,30180
11/20/2019,VIX191120C00018000,3.3,-0.27,2.95,3.2,0,0.7258,0.6276,0.057,20877,18.000,VIX191120P00018000,1.9,0,1.95,2.1,0,0.7171,-0.3679,0.0577,52883
11/20/2019,VIX191120C00019000,2.85,0,2.55,2.8,0,0.7391,0.5703,0.0581,19883,19.000,VIX191120P00019000,2.45,0,2.55,2.75,0,0.7459,-0.4246,0.0576,9787
11/20/2019,VIX191120C00020000,2.65,-0.23,2.25,2.5,0,0.771,0.5168,0.0567,45318,20.000,VIX191120P00020000,3.1,0,3.2,3.4,0,0.7584,-0.4808,0.0577,2164
11/20/2019,VIX191120C00021000,2.4,0,2,2.2,0,0.7877,0.4694,0.0553,11162,21.000,VIX191120P00021000,3.8,0,3.9,4.2,0,0.7905,-0.5255,0.0551,182
11/20/2019,VIX191120C00022000,2.05,0,1.75,1.95,0,0.8064,0.4246,0.0533,24177,22.000,VIX191120P00022000,4.6,0,4.7,4.9,0,0.8031,-0.5719,0.0535,305
11/20/2019,VIX191120C00023000,1.85,-0.1,1.55,1.75,0,0.8248,0.3859,0.0509,18486,23.000,VIX191120P00023000,5.31,0,5.5,5.7,0,0.8228,-0.6103,0.051,1102
11/20/2019,VIX191120C00024000,1.55,0,1.4,1.6,0,0.8462,0.354,0.0482,41280,24.000,VIX191120P00024000,6.5,0,6.3,6.6,0,0.8528,-0.6393,0.048,19
11/20/2019,VIX191120C00025000,1.45,0,1.25,1.45,0,0.8629,0.3233,0.0457,51927,25.000,VIX191120P00025000,7.1,0,7.1,7.4,0,0.8557,-0.6748,0.0459,478
11/20/2019,VIX191120C00026000,1.35,0,1.1,1.3,0,0.8723,0.2935,0.0433,67825,26.000,VIX191120P00026000,0,0,8,8.3,0,0.8823,-0.6983,0.0431,0
11/20/2019,VIX191120C00027000,1.25,0,1,1.2,0,0.8918,0.2707,0.0408,13968,27.000,VIX191120P00027000,9.7,0,8.8,9.2,0,0.8809,-0.7301,0.0409,11
11/20/2019,VIX191120C00028000,1.1,0,0.9,1.1,0,0.906,0.2487,0.0384,66318,28.000,VIX191120P00028000,9.71,0,9.7,10.1,0,0.896,-0.7517,0.0385,27
11/20/2019,VIX191120C00029000,1,0,0.8,1,0,0.915,0.2273,0.0362,26405,29.000,VIX191120P00029000,0,0,10.6,11,0,0.9061,-0.7727,0.0362,0
11/20/2019,VIX191120C00030000,0.95,0,0.75,0.9,0,0.9288,0.21,0.0341,44995,30.000,VIX191120P00030000,12.3,0,11.6,11.9,0,0.9303,-0.7859,0.034,21
11/20/2019,VIX191120C00032500,0.7,0,0.6,0.75,0,0.9614,0.174,0.0294,34904,32.500,VIX191120P00032500,13.9,0,13.9,14.2,0,0.9559,-0.8236,0.0293,532
11/20/2019,VIX191120C00035000,0.55,0,0.45,0.6,0,0.9735,0.14,0.0251,85531,35.000,VIX191120P00035000,16.2,0,16.2,16.6,0,0.9623,-0.8602,0.0249,1880
11/20/2019,VIX191120C00037500,0.5,0,0.35,0.5,0,0.9932,0.116,0.0216,41703,37.500,VIX191120P00037500,19.1,0,18.6,19,0,0.9853,-0.8827,0.0214,212
11/20/2019,VIX191120C00040000,0.45,0,0.3,0.45,0,1.0281,0.1021,0.019,34422,40.000,VIX191120P00040000,0,0,21,21.4,0,0.9931,-0.9045,0.0182,0
11/20/2019,VIX191120C00042500,0.35,0,0.25,0.4,0,1.0525,0.0886,0.0168,36167,42.500,VIX191120P00042500,0,0,23.5,23.8,0,1.0207,-0.9162,0.0159,0
11/20/2019,VIX191120C00045000,0.3,0,0.2,0.35,0,1.0695,0.0761,0.0147,30792,45.000,VIX191120P00045000,26.4,0,25.9,26.3,0,1.0635,-0.921,0.0146,420
11/20/2019,VIX191120C00047500,0.32,0,0.15,0.3,0,1.0765,0.0637,0.0127,14360,47.500,VIX191120P00047500,0,0,28.4,28.7,0,1.0578,-0.9365,0.0122,0
11/20/2019,VIX191120C00050000,0.25,0,0.15,0.25,0,1.0947,0.0561,0.0113,25061,50.000,VIX191120P00050000,31.3,0,30.8,31.2,0,1.0859,-0.9414,0.0111,220
11/20/2019,VIX191120C00055000,0.15,0,0.1,0.2,0,1.1221,0.0432,0.009,16615,55.000,VIX191120P00055000,0,0,35.7,36.1,0,1.0353,-0.9671,0.0069,0
11/20/2019,VIX191120C00060000,0.15,0,0.05,0.15,0,1.1182,0.0297,0.0066,2784,60.000,VIX191120P00060000,0,0,40.7,41,0,1.0433,-0.9759,0.005,0
11/20/2019,VIX191120C00065000,0.15,0,0.05,0.15,0,1.1807,0.0288,0.0061,1725,65.000,VIX191120P00065000,0,0,45.6,46,0,1.0125,-0.9849,0.0031,3
11/20/2019,VIX191120C00070000,0.1,0,0,0.15,0,1.1909,0.0223,0.0049,1307,70.000,VIX191120P00070000,0,0,50.6,50.9,0,0.7951,-0.9949,0.0003,56
11/20/2019,VIX191120C00075000,0.1,0,0,0.1,0,1.1729,0.015,0.0035,1112,75.000,VIX191120P00075000,56.1,0,55.6,55.9,0,1.0904,-0.9868,0.0024,14
11/20/2019,VIX191120C00080000,0.1,0,0,0.1,0,1.2254,0.0152,0.0034,1709,80.000,VIX191120P00080000,59.96,0,60.5,60.9,0,1.126,-0.9874,0.0022,65
12/18/2019,VIX191218C00010000,9.1,0,8.4,8.8,0,0.02,0,0,767,10.000,VIX191218P00010000,0.05,0,0,0.05,0,0.02,0,0,1268
12/18/2019,VIX191218C00011000,7.15,0,7.5,7.8,0,0.02,0,0,220,11.000,VIX191218P00011000,0.05,0,0,0.1,0,0.02,0,0,2245
12/18/2019,VIX191218C00012000,7,0,6.5,6.9,0,0.02,0,0,469,12.000,VIX191218P00012000,0.1,0,0.05,0.15,0,0.02,0,0,2663
12/18/2019,VIX191218C00013000,6.2,0,5.7,6,0,0.02,0,0,434,13.000,VIX191218P00013000,0.23,0,0.15,0.3,0,0.02,0,0,78914
12/18/2019,VIX191218C00014000,5.5,0,4.9,5.3,0,0.02,0,0,1072,14.000,VIX191218P00014000,0.45,0,0.4,0.55,0,0.02,0,0,41095
12/18/2019,VIX191218C00015000,4.95,0,4.3,4.6,0,0.02,0,0,2408,15.000,VIX191218P00015000,0.75,0,0.75,0.9,0,0.02,0,0,1703
12/18/2019,VIX191218C00016000,4.2,0,3.7,4,0,0.02,0,0,6718,16.000,VIX191218P00016000,1.15,0,1.15,1.35,0,0.02,0,0,77921
12/18/2019,VIX191218C00017000,3.7,0,3.2,3.6,0,0.02,0,0,13458,17.000,VIX191218P00017000,1.65,0,1.65,1.85,0,0.02,0,0,23383
12/18/2019,VIX191218C00018000,3.5,0,2.85,3.2,0,0.02,0,0,9971,18.000,VIX191218P00018000,2.2,0,2.25,2.45,0,0.02,0,0,39334
12/18/2019,VIX191218C00019000,2.95,0,2.55,2.8,0,0.02,0,0,6853,19.000,VIX191218P00019000,2.85,0,2.9,3.1,0,0.02,0,0,6670
12/18/2019,VIX191218C00020000,2.6,0,2.25,2.5,0,0.02,0,0,38421,20.000,VIX191218P00020000,3.5,0,3.6,3.8,0,0.02,0,0,3373
12/18/2019,VIX191218C00021000,2.29,0,2,2.2,0,0.02,0,0,1804,21.000,VIX191218P00021000,5,0,4.3,4.6,0,0.02,0,0,118
12/18/2019,VIX191218C00022000,2.1,0,1.75,2,0,0.02,0,0,33262,22.000,VIX191218P00022000,5.2,0,5.1,5.4,0,0.02,0,0,131
12/18/2019,VIX191218C00023000,1.85,0,1.6,1.8,0,0.02,0,0,3266,23.000,VIX191218P00023000,5.7,0,5.9,6.2,0,0.02,0,0,121
12/18/2019,VIX191218C00024000,1.6,0,1.4,1.65,0,0.02,0,0,22428,24.000,VIX191218P00024000,7.35,0,6.7,7,0,0.02,0,0,7
12/18/2019,VIX191218C00025000,1.55,0,1.25,1.5,0,0.02,0,0,6352,25.000,VIX191218P00025000,7.55,0,7.5,7.8,0,0.02,0,0,520
12/18/2019,VIX191218C00026000,1.35,0,1.15,1.35,0,0.02,0,0,33272,26.000,VIX191218P00026000,8.67,0,8.4,8.7,0,0.02,0,0,10
12/18/2019,VIX191218C00027000,1.15,0,1.05,1.25,0,0.02,0,0,2398,27.000,VIX191218P00027000,9.7,0,9.3,9.6,0,0.02,0,0,432
12/18/2019,VIX191218C00028000,1.05,0,0.95,1.1,0,0.02,0,0,16039,28.000,VIX191218P00028000,10.3,0,10.1,10.5,0,0.02,0,0,645
12/18/2019,VIX191218C00029000,1.05,0,0.85,1.05,0,0.02,0,0,2385,29.000,VIX191218P00029000,11.2,0,11,11.4,0,0.02,0,0,2
12/18/2019,VIX191218C00030000,0.95,0,0.75,0.95,0,0.02,0,0,21140,30.000,VIX191218P00030000,12.1,0,12,12.3,0,0.02,0,0,1209
12/18/2019,VIX191218C00032500,0.82,0,0.6,0.8,0,0.02,0,0,6311,32.500,VIX191218P00032500,0,0,14.3,14.6,0,0.02,0,0,0
12/18/2019,VIX191218C00035000,0.64,0,0.5,0.65,0,0.02,0,0,26961,35.000,VIX191218P00035000,16.7,0,16.6,17,0,0.02,0,0,2171
12/18/2019,VIX191218C00037500,0.55,0,0.4,0.55,0,0.02,0,0,110345,37.500,VIX191218P00037500,0,0,19,19.4,0,0.02,0,0,0
12/18/2019,VIX191218C00040000,0.45,0,0.3,0.5,0,0.02,0,0,18289,40.000,VIX191218P00040000,21.2,0,21.4,21.8,0,0.02,0,0,212
12/18/2019,VIX191218C00042500,0.4,0,0.25,0.4,0,0.02,0,0,29115,42.500,VIX191218P00042500,24.9,0,23.9,24.2,0,0.02,0,0,8
12/18/2019,VIX191218C00045000,0.36,0,0.2,0.35,0,0.02,0,0,2395,45.000,VIX191218P00045000,26.3,0,26.3,26.6,0,0.02,0,0,930
12/18/2019,VIX191218C00047500,0.28,0,0.2,0.3,0,0.02,0,0,3561,47.500,VIX191218P00047500,0,0,28.7,29.1,0,0.02,0,0,0
12/18/2019,VIX191218C00050000,0.3,0,0.15,0.3,0,0.02,0,0,3683,50.000,VIX191218P00050000,0,0,31.2,31.5,0,0.02,0,0,0
12/18/2019,VIX191218C00055000,0.2,0,0.1,0.25,0,0.02,0,0,1392,55.000,VIX191218P00055000,0,0,36.1,36.5,0,0.02,0,0,0
12/18/2019,VIX191218C00060000,0.15,0,0.05,0.2,0,0.02,0,0,664,60.000,VIX191218P00060000,41.2,0,41,41.4,0,0.02,0,0,5
12/18/2019,VIX191218C00065000,0.1,0,0.05,0.15,0,0.02,0,0,421,65.000,VIX191218P00065000,0,0,46,46.3,0,0.02,0,0,0
12/18/2019,VIX191218C00070000,0.15,0,0,0.15,0,0.02,0,0,941,70.000,VIX191218P00070000,53.3,0,50.9,51.3,0,0.02,0,0,10
12/18/2019,VIX191218C00075000,0.13,0,0,0.1,0,0.02,0,0,750,75.000,VIX191218P00075000,0,0,55.9,56.2,0,0.02,0,0,8
12/18/2019,VIX191218C00080000,0.1,0,0,0.1,0,0.02,0,0,25671,80.000,VIX191218P00080000,63.2,0,60.8,61.2,0,0.02,0,0,99
01/22/2020,VIX200122C00010000,9.2,0,8.8,9.2,0,0.02,0,0,312,10.000,VIX200122P00010000,0.05,0,0,0.05,0,0.02,0,0,242
01/22/2020,VIX200122C00011000,8.1,0,7.9,8.2,0,0.02,0,0,149,11.000,VIX200122P00011000,0.03,0,0,0.1,0,0.02,0,0,2457
01/22/2020,VIX200122C00012000,7.7,0,6.9,7.3,0,0.02,0,0,81,12.000,VIX200122P00012000,0.1,0,0.05,0.15,0,0.02,0,0,10612
01/22/2020,VIX200122C00013000,6.6,0,6.1,6.4,0,0.02,0,0,94,13.000,VIX200122P00013000,0.2,0,0.15,0.3,0,0.02,0,0,457
01/22/2020,VIX200122C00014000,5.8,0,5.3,5.7,0,0.02,0,0,301,14.000,VIX200122P00014000,0.4,0,0.4,0.55,0,0.02,0,0,2925
01/22/2020,VIX200122C00015000,5.2,0,4.6,5,0,0.02,0,0,393,15.000,VIX200122P00015000,0.75,0,0.7,0.9,0,0.02,0,0,487
01/22/2020,VIX200122C00016000,4.5,0,4.1,4.4,0,0.02,0,0,29591,16.000,VIX200122P00016000,1.1,0,1.1,1.3,0,0.02,0,0,569
01/22/2020,VIX200122C00017000,4.1,0,3.6,3.9,0,0.02,0,0,2621,17.000,VIX200122P00017000,1.65,0,1.6,1.8,0,0.02,0,0,13294
